"Time"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
450.0	0.0024292	0.5475092	0.4522891	0.2221978	0.2225955	0.6771274	0.1454972	0.1402195	0.6721874	0.0497246
500.0	0.0054129	0.6630230	0.3389800	0.1994935	0.2229585	0.7105209	0.0953964	0.1054482	0.6875381	0.0920467
550.0	0.1711558	0.5167935	0.1290566	0.2386460	0.0933586	0.5384948	0.1710720	0.1654855	0.5893198	0.6613765
600.0	0.2723419	0.4934737	0.2056737	0.5124503	0.1023341	0.4604518	0.1020648	0.2401202	0.5552801	0.6270200
650.0	0.2773261	0.3875138	0.3298308	0.4279655	0.0670788	0.2533635	0.0829018	0.2069070	0.5457649	0.7794413
700.0	0.3678225	0.5297701	0.3404658	0.1706617	0.0732647	0.1152364	0.0545922	0.3984684	0.6677637	0.8008171
750.0	0.3377845	0.6483221	0.4230574	0.1996225	0.0504563	0.1003344	0.0376924	0.4460689	0.4224113	0.8041226
800.0	0.5431204	0.7401993	0.4644329	0.1661308	0.0485749	0.0717976	0.0420719	0.4625482	0.3306149	0.6930648
850.0	0.6827520	0.6474275	0.4311327	0.1678336	0.0837323	0.0827456	0.0142945	0.4413539	0.2239196	0.6972899
900.0	0.6940997	0.6469341	0.5141009	0.0979928	0.0233627	0.0619674	0.0623193	0.4838791	0.2545811	0.6615482
950.0	0.7438570	0.6272690	0.5306476	0.1580536	0.0307731	0.0724464	0.0195935	0.5152918	0.1926089	0.6548265
1000.0	0.7738100	0.8772177	0.4257496	0.1352190	0.0441570	0.0625995	0.0144691	0.6181626	0.2807829	0.9060561

0.0	0.8396094	0.6604305	0.5053606	0.1189134	0.0352375	0.0443375	0.0361835	0.5269756	0.2511990	0.7486017
50.0	0.6872653	0.6448971	0.3635250	0.1758945	0.0493050	0.0866095	0.0266112	0.1016911	0.2784697	0.3131841
100.0	0.5924297	0.7063973	0.2193299	0.1281061	0.0996286	0.0522393	0.1153577	0.0588285	0.5220974	0.2349447
150.0	0.5410159	0.6288132	0.1171204	0.2914947	0.0625770	0.0463337	0.4009129	0.0171637	0.5882246	0.2459202
200.0	0.3164594	0.4953162	0.0936637	0.4117774	0.1890896	0.0680516	0.5365764	0.0239576	0.7705534	0.2397455
250.0	0.1988700	0.4587908	0.0943112	0.5981852	0.4498015	0.3814168	0.7968850	0.0142807	0.7633775	0.2147630
300.0	0.2226087	0.3071169	0.0458077	0.6211780	0.6323616	0.5292485	0.6886153	0.0133793	0.7473196	0.2469607
350.0	0.1948528	0.2800397	0.0569693	0.6004420	0.6055373	0.6795996	0.7448470	0.0117709	0.7985521	0.2302935
400.0	0.2413553	0.2789238	0.0574876	0.5449998	0.7263455	0.6708697	0.6873782	0.0009981	0.6638145	0.2253598
450.0	0.1977449	0.2447755	0.1042191	0.6025479	0.6684394	0.7234814	0.7660633	0.0056397	0.6207817	0.1719857
500.0	0.2140426	0.2769031	0.0878167	0.6781890	0.5967365	0.7165491	0.7017519	0.0033398	0.7627135	0.2000984
550.0	0.1996716	0.2932163	0.0361746	0.6804290	0.7520348	0.8852768	0.5932153	0.0893901	0.6837912	0.5603454
600.0	0.1891730	0.3291841	0.2251707	0.7294570	0.5873800	0.7070213	0.4290015	0.1202935	0.5984669	0.6985843
650.0	0.3212475	0.4156824	0.3672087	0.4041897	0.6191670	0.7768229	0.3300365	0.1408433	0.6376225	0.6471660
700.0	0.2542126	0.4671011	0.3971839	0.2046749	0.3393695	0.7410750	0.1918147	0.1502125	0.7856574	0.7772003
750.0	0.1707161	0.2963102	0.4087823	0.1671861	0.1568314	0.7216973	0.1279906	0.1608155	0.7803932	0.6899571
800.0	0.1885359	0.5110976	0.4256034	0.1737534	0.1246303	0.6099163	0.1542833	0.1585673	0.7076104	0.7060129
850.0	0.2594151	0.4818306	0.5145090	0.1148685	0.1330679	0.5059167	0.2218021	0.1965922	0.5376400	0.7674529
900.0	0.2941869	0.5648216	0.4193384	0.1933904	0.0606811	0.2910781	0.1810012	0.2090872	0.6221331	0.6842898
950.0	0.1752288	0.4230195	0.6278638	0.1460546	0.0674464	0.1516438	0.1044955	0.2820552	0.5273870	0.8021232
1000.0	0.2368829	0.6574972	0.4144883	0.1599815	0.0431344	0.0832606	0.0591512	0.4055863	0.4766660	0.7881250

0.0	0.7337627	0.6048295	0.4643123	0.1535654	0.0813993	0.0934484	0.0271784	0.5002206	0.1700318	0.6247322
50.0	0.7929720	0.5095489	0.4111749	0.1567122	0.2087850	0.2485020	0.0094205	0.4291373	0.1155608	0.3967793
100.0	0.7718579	0.6886984	0.2754534	0.1943695	0.1843468	0.4190367	0.0248736	0.2603402	0.1254005	0.3220576
150.0	0.6560507	0.6391251	0.2472888	0.2107480	0.3205404	0.4756634	0.0546455	0.1728095	0.1926040	0.3780545
200.0	0.7629795	0.5077966	0.0887402	0.3960233	0.2353642	0.6338839	0.1000086	0.1795366	0.5869816	0.4276217
250.0	0.5079575	0.5185762	0.1933113	0.5620700	0.2798618	0.6858642	0.1659589	0.2246384	0.4917061	0.3449484
300.0	0.3456871	0.4171021	0.1544789	0.6801408	0.3100436	0.6420086	0.1421894	0.1322000	0.6626559	0.4215826
350.0	0.3306156	0.4552498	0.1850312	0.6853158	0.3488833	0.6090729	0.2089033	0.1945667	0.6227961	0.3630223
400.0	0.2189578	0.3769589	0.1198756	0.6072668	0.2996107	0.6897843	0.1724267	0.0975289	0.7424368	0.3376796
450.0	0.2255381	0.4699844	0.1010050	0.6356838	0.2916280	0.6584580	0.2498361	0.1366965	0.6131479	0.3252247
500.0	0.2829362	0.4907957	0.0905658	0.6331058	0.2733654	0.8148860	0.1899118	0.1186882	0.6555833	0.3674116
550.0	0.1797507	0.3628349	0.1866625	0.7079460	0.1133345	0.6424798	0.2468079	0.0950740	0.7216798	0.6688979
600.0	0.2891588	0.3976324	0.3284364	0.4162635	0.0826884	0.5467177	0.1729202	0.1353189	0.8052905	0.7416548
650.0	0.2056007	0.4323945	0.2910667	0.3466827	0.0449031	0.4605840	0.1667411	0.1513007	0.6331774	0.6228871
700.0	0.2518923	0.4427296	0.2735828	0.2026224	0.0907180	0.2335010	0.1457750	0.1468956	0.6081049	0.5755023
750.0	0.2398927	0.4325082	0.4352115	0.1669657	0.0369466	0.1147004	0.1006860	0.2626762	0.6109259	0.7279572
800.0	0.2389851	0.6425913	0.4932052	0.1932176	0.0334902	0.0559279	0.0414617	0.4609646	0.3614091	0.7158481
850.0	0.4923252	0.5942447	0.3442910	0.1948257	0.0726155	0.0777657	0.0329961	0.5512967	0.2589166	0.7249322
900.0	0.6560876	0.7142134	0.4531458	0.2266800	0.0590028	0.0626074	0.0787728	0.6096523	0.2746417	0.8817825
950.0	0.5091502	0.6477703	0.4852440	0.1888674	0.0811217	0.0514610	0.0111701	0.6412587	0.2102886	0.6864717
1000.0	0.7025527	0.6165971	0.3719130	0.1834832	0.0859556	0.0508523	0.0422171	0.5742368	0.1975185	0.5919605

0.0	0.8196661	0.6258468	0.4275544	0.1343295	0.0395386	0.0858597	0.0153988	0.5474253	0.1421867	0.6622512
50.0	0.6752079	0.7594893	0.4780051	0.1155197	0.0775133	0.0621555	0.0336766	0.1977621	0.2564550	0.4557365
100.0	0.6544522	0.7675325	0.3093830	0.1820262	0.0755614	0.0662428	0.0672242	0.1433478	0.3673358	0.4125779
150.0	0.5412243	0.6165999	0.2363249	0.1605546	0.0205437	0.0518276	0.1175679	0.1822476	0.4439044	0.4008946
200.0	0.3912231	0.6013822	0.1306104	0.3983670	0.0531220	0.0374083	0.1605869	0.1311502	0.7338921	0.3510230
250.0	0.3439568	0.5281768	0.1474179	0.4793229	0.0419726	0.0916513	0.1407663	0.2009994	0.7352499	0.3700809
300.0	0.2632589	0.5180844	0.1371519	0.5620525	0.0421850	0.0671023	0.1169966	0.2034098	0.5707911	0.4040230
350.0	0.3250795	0.4493017	0.0957265	0.6096146	0.0644122	0.0887178	0.0604705	0.2194704	0.6843876	0.3550494
400.0	0.1978778	0.4476881	0.1143196	0.6056962	0.0705810	0.0514207	0.1279238	0.1543746	0.6555086	0.3978170
450.0	0.2119435	0.2971015	0.1237322	0.5448305	0.0469943	0.0579252	0.1567792	0.1500386	0.6268837	0.3529273
500.0	0.1954720	0.5425136	0.1428108	0.6195589	0.0361319	0.0497217	0.1259602	0.1847967	0.6014439	0.4163339
550.0	0.2867070	0.3552149	0.1570802	0.5198478	0.0397012	0.0533049	0.0931174	0.5551999	0.6391620	0.7608275
600.0	0.2832238	0.4564208	0.2875349	0.3389959	0.0497244	0.0339943	0.0219816	0.5944062	0.3910088	0.6812163
650.0	0.3752776	0.4965184	0.3812652	0.2261950	0.0506497	0.0509604	0.0180718	0.6009838	0.3289784	0.6588147
700.0	0.5271666	0.6396812	0.4141317	0.1399552	0.0267939	0.0700949	0.0154161	0.5330090	0.2860424	0.8618668
750.0	0.6535310	0.5377897	0.4360782	0.2000445	0.0220214	0.0349406	0.0313183	0.7536030	0.2646750	0.6828334
800.0	0.6074678	0.5711786	0.3980025	0.1879024	0.0549372	0.0273886	0.0054047	0.5413572	0.3763676	0.6702343
850.0	0.5815066	0.6249487	0.4771217	0.1865360	0.0629813	0.0436681	0.0240279	0.6049338	0.2975716	0.7865679
900.0	0.5068927	0.7673761	0.5780678	0.1568298	0.0734124	0.1178872	0.0054490	0.6298151	0.2148692	0.7057800
950.0	0.5921736	0.6562528	0.4605847	0.1879043	0.0350396	0.0772433	0.0180486	0.5304989	0.4045765	0.7562438
1000.0	0.6208871	0.5848911	0.4098903	0.1255350	0.0429783	0.0440719	0.0404184	0.6506816	0.3942687	0.8640166

0.0	0.7486909	0.7233217	0.5474194	0.1287951	0.0459942	0.0855342	0.0185841	0.5060053	0.1203817	0.6744237
50.0	0.7040790	0.5907299	0.6041240	0.1258931	0.0235480	0.3893785	0.0296442	0.4507541	0.0681349	0.6194901
100.0	0.5994465	0.6489979	0.5808105	0.1359235	0.0486927	0.5078794	0.0280436	0.2623196	0.0297624	0.7107903
150.0	0.6807024	0.6158338	0.4948787	0.1402274	0.0726006	0.4342329	0.0307467	0.1677509	0.0551804	0.7983632
200.0	0.6634007	0.7473214	0.4434911	0.1179294	0.0523048	0.4543103	0.1054555	0.1591228	0.0547147	0.6790366
250.0	0.6395483	0.7192954	0.4688282	0.2248689	0.0302937	0.4528611	0.1111474	0.1359640	0.0920244	0.5864934
300.0	0.7034957	0.5579385	0.4956846	0.2135761	0.0376142	0.4711681	0.0556751	0.1424138	0.0758176	0.9329508
350.0	0.7673051	0.5801677	0.4765815	0.1426559	0.0430978	0.5844850	0.0958112	0.1478430	0.0784034	0.8314590
400.0	0.5923688	0.6371882	0.5518884	0.1394248	0.0408289	0.4938015	0.0972429	0.1190366	0.0764346	0.7131165
450.0	0.7041182	0.6962709	0.5224126	0.1402633	0.0508607	0.5512230	0.2424539	0.1557410	0.1087720	0.6851937
500.0	0.7603568	0.5184416	0.4904839	0.1347210	0.0803537	0.5849481	0.1487571	0.1312809	0.0550380	0.7073050
550.0	0.7989458	0.5970408	0.3813979	0.1996787	0.0626515	0.2204854	0.1019650	0.2012554	0.4522243	0.6045179
600.0	0.5603891	0.6283081	0.5145986	0.1619354	0.1029486	0.1038271	0.1532022	0.3545560	0.6815563	0.6337247
650.0	0.4243766	0.6127509	0.3824275	0.2555649	0.0595879	0.1435799	0.0445716	0.4169506	0.4910759	0.6663403
700.0	0.3995293	0.6634322	0.5139549	0.2118807	0.0355816	0.1019106	0.0431739	0.5326386	0.3241218	0.5874736
750.0	0.5764221	0.6137575	0.4858747	0.1369272	0.0669572	0.0616565	0.0313575	0.4668063	0.2564291	0.6764213
800.0	0.6527789	0.6393144	0.4292932	0.1346418	0.0462359	0.0731703	0.0370543	0.5437899	0.2101022	0.7004760
850.0	0.6216837	0.5996797	0.4645137	0.2417352	0.0281811	0.0669515	0.0343497	0.4967864	0.2119273	0.7758961
900.0	0.7191424	0.7195348	0.4028013	0.1424278	0.0700227	0.0633682	0.0133025	0.5877937	0.2557706	0.8082554
950.0	0.7327800	0.6773439	0.4053941	0.1410077	0.0565989	0.0626759	0.0132732	0.5656351	0.2304613	0.7165297
1000.0	0.6503801	0.6423655	0.4868990	0.1438462	0.0737611	0.0534251	0.0154651	0.7203515	0.2283827	0.9404852
